game_id,date,park,inning,half,outs,play_seq,target_base,runner_id,runner_bats,pitcher_id,pitcher_throws,catcher_id,batter_id,count,score_bat,score_def,score_diff,on_1b,on_2b,on_3b,success,double_steal
MIN202509120,2025/09/12,MIN04,4,1,2,35,2,lewir003,R,pfaab001,R,moreg001,clemk001,10,2,1,1,lewir003,,,1,0
MIN202509120,2025/09/12,MIN04,5,0,2,44,2,moreg001,R,lopep002,R,perej004,alexb001,01,2,4,-2,moreg001,,carrc005,1,0
MIN202509130,2025/09/13,MIN04,3,0,2,22,2,carrc005,L,ryanj002,R,perej004,moreg001,00,0,0,0,carrc005,,,1,0
MIN202509130,2025/09/13,MIN04,8,1,2,76,2,clemk001,L,rasht001,R,moreg001,perej004,00,2,2,0,clemk001,,lewir003,1,0
MIN202509130,2025/09/13,MIN04,10,0,2,98,2,carrc005,L,sandc001,R,perej004,moreg001,10,2,2,0,carrc005,,barrj004,1,0
MIN202509140,2025/09/14,MIN04,2,1,2,16,2,lewir003,R,crisn001,R,mccaj001,gaspm001,20,0,1,-1,lewir003,,,1,0
MIN202509140,2025/09/14,MIN04,7,0,0,54,2,thoma004,L,cabrg001,L,gaspm001,mccaj001,02,4,3,1,thoma004,,,1,0
MIN202509140,2025/09/14,MIN04,7,0,2,57,2,tawat001,R,cabrg001,L,gaspm001,perdg001,00,5,3,2,tawat001,,,1,0
MIN202509140,2025/09/14,MIN04,8,1,1,75,2,keasl001,R,desca001,R,mccaj001,wallm001,12,4,6,-2,keasl001,,,1,0
MIN202509140,2025/09/14,MIN04,8,1,2,78,2,lewir003,R,desca001,R,mccaj001,lee-b002,11,4,6,-2,lewir003,,keasl001,1,0
MIN202509140,2025/09/14,MIN04,9,0,1,87,2,perdg001,B,hatct001,R,perej004,martk001,11,6,4,2,perdg001,,,0,0
MIN202509150,2025/09/15,MIN04,2,0,2,11,2,mcmar001,L,woods002,R,perej004,cabaj001,02,0,0,0,mcmar001,,,1,0
MIN202509150,2025/09/15,MIN04,2,1,2,16,2,wallm001,L,rodoc001,L,wella002,lee-b002,01,0,0,0,wallm001,,,1,0
MIN202509150,2025/09/15,MIN04,3,1,2,26,2,marta007,R,rodoc001,L,wella002,keasl001,10,1,0,1,marta007,,,1,0
MIN202509150,2025/09/15,MIN04,5,0,1,36,3,cabaj001,R,woods002,R,perej004,wella002,01,0,1,-1,,cabaj001,,0,0
MIN202509150,2025/09/15,MIN04,6,1,1,50,2,keasl001,R,rodoc001,L,wella002,wallm001,12,2,0,2,keasl001,,,0,0
MIN202509150,2025/09/15,MIN04,7,1,1,64,3,marta007,R,dovac001,R,wella002,keasl001,12,6,0,6,,marta007,,1,0
MIN202509160,2025/09/16,MIN04,1,0,2,6,2,bellc002,L,mattz001,R,gaspm001,chisj001,00,2,0,2,bellc002,,,1,0
MIN202509160,2025/09/16,MIN04,1,1,2,13,2,lewir003,R,schlc001,R,wella002,wallm001,02,1,2,-1,lewir003,,clemk001,1,0
MIN202509160,2025/09/16,MIN04,5,1,1,54,2,buxtb001,R,schlc001,R,wella002,marta007,00,3,10,-7,buxtb001,,,1,0
MIN202509160,2025/09/16,MIN04,5,1,2,57,3,buxtb001,R,schlc001,R,wella002,clemk001,00,3,10,-7,larnt001,buxtb001,,1,1
MIN202509160,2025/09/16,MIN04,5,1,2,57,2,larnt001,L,schlc001,R,wella002,clemk001,00,3,10,-7,larnt001,buxtb001,,1,1
MIN202509160,2025/09/16,MIN04,8,0,1,87,3,judga001,R,cabrg001,L,gaspm001,bellc002,00,10,8,2,,judga001,,0,0
MIN202509160,2025/09/16,MIN04,9,0,0,96,2,stanm004,R,cabrg001,L,gaspm001,chisj001,11,10,8,2,stanm004,,,1,0
MIN202509170,2025/09/17,MIN04,3,0,2,25,2,judga001,R,bradt002,R,perej004,bellc002,12,2,2,0,judga001,,,1,0
MIN202509170,2025/09/17,MIN04,4,0,2,35,3,domij003,B,bradt002,R,perej004,cabaj001,20,3,2,1,,domij003,,1,0
MIN202509170,2025/09/17,MIN04,4,0,2,37,2,cabaj001,R,bradt002,R,perej004,grist001,10,3,2,1,cabaj001,,domij003,1,0
MIN202509170,2025/09/17,MIN04,7,1,0,77,2,marta007,R,willd004,R,wella002,larnt001,00,5,7,-2,marta007,,,1,0
MIN202509170,2025/09/17,MIN04,8,0,1,84,2,domij003,B,sandc001,R,perej004,mcmar001,00,7,5,2,domij003,,,1,0
MIN202509190,2025/09/19,MIN04,6,1,1,51,2,lewir003,R,festm001,R,naylb001,clemk001,01,2,2,0,lewir003,,,1,0
MIN202509190,2025/09/19,MIN04,8,0,2,76,3,ramij003,B,sandc001,R,gaspm001,naylb001,21,2,2,0,manzk001,ramij003,,1,0
MIN202509190,2025/09/19,MIN04,8,0,2,77,2,manzk001,L,sandc001,R,gaspm001,naylb001,22,2,2,0,manzk001,,ramij003,1,0
MIN202509201,2025/09/20,MIN04,5,0,1,33,2,kwans001,L,ryanj002,R,perej004,marta008,00,4,0,4,kwans001,,roccb001,1,0
MIN202509202,2025/09/20,MIN04,2,1,2,14,2,mccuc001,R,allel003,L,hedga001,julie001,11,0,0,0,mccuc001,,,0,0
MIN202509202,2025/09/20,MIN04,5,0,2,39,2,kayfc001,L,oberb002,R,gaspm001,roccb001,10,6,0,6,kayfc001,,,1,0
MIN202509210,2025/09/21,MIN04,2,0,2,13,2,roccb001,B,woods002,R,perej004,kwans001,21,2,0,2,roccb001,,,1,0
MIN202509210,2025/09/21,MIN04,3,1,2,26,2,clemk001,L,cantj002,L,naylb001,marta007,12,1,2,-1,clemk001,,,1,0
MIN202509210,2025/09/21,MIN04,7,1,2,67,2,marta007,R,gaddh001,R,naylb001,lewir003,01,3,2,1,marta007,,clemk001,1,0
MIL202510130,2025/10/13,MIL06,3,1,1,21,2,durbc002,R,snelb001,L,smitw003,ortij005,11,0,0,0,durbc002,,,0,0
MIL202510130,2025/10/13,MIL06,9,1,2,85,2,yelic001,L,treib001,R,smitw003,contw002,01,1,2,-1,yelic001,,bauej001,1,0
MIL202510140,2025/10/14,MIL06,7,0,2,55,2,ohtas001,L,ashba003,L,contw002,freef001,12,4,1,3,ohtas001,,,1,0
LAN202510160,2025/10/16,LOS03,2,0,1,16,2,bauej001,L,glast001,R,smitw003,ortij005,10,1,1,0,bauej001,,,1,0
LAN202510160,2025/10/16,LOS03,4,0,2,33,2,durbc002,R,glast001,R,smitw003,bauej001,01,1,1,0,durbc002,,,1,0
LAN202510170,2025/10/17,LOS03,8,0,0,67,3,durbc002,R,treib001,R,smitw003,monaa001,30,0,5,-5,,durbc002,,1,0
LAN202510170,2025/10/17,LOS03,8,1,2,79,2,hernt002,R,koenj001,L,contw002,muncm001,10,5,1,4,hernt002,,,1,0
CHN202510080,2025/10/08,CHI11,1,1,2,15,2,crowp001,L,mearn001,R,contw002,swand001,10,3,1,2,crowp001,,happi001,1,0
CHN202510080,2025/10/08,CHI11,5,1,1,49,2,tuckk001,L,andeg002,R,contw002,happi001,10,4,2,2,tuckk001,,,0,0
CHN202510090,2025/10/09,CHI11,5,1,1,44,3,shawm002,R,ashba003,L,contw002,tuckk001,21,3,0,3,hoern001,shawm002,,1,1
CHN202510090,2025/10/09,CHI11,5,1,1,44,2,hoern001,R,ashba003,L,contw002,tuckk001,21,3,0,3,hoern001,shawm002,,1,1
MIL202510110,2025/10/11,MIL06,2,1,2,18,2,durbc002,R,rea-c001,R,kellc002,perkb002,10,1,1,0,durbc002,,,1,0
MIL202510110,2025/10/11,MIL06,6,1,2,56,2,frels001,L,kitta001,R,kellc002,durbc002,11,2,1,1,frels001,,,1,0
PHI202510060,2025/10/06,PHI13,3,1,2,22,2,marsb002,L,snelb001,L,rortb001,schwk001,22,0,0,0,marsb002,,,0,0
PHI202510060,2025/10/06,PHI13,6,1,1,43,2,turnt001,R,snelb001,L,smitw003,schwk001,10,0,0,0,turnt001,,,1,0
LAN202510080,2025/10/08,LOS03,5,0,0,39,3,stotb001,L,banda001,L,smitw003,schwk001,02,3,1,2,turnt001,stotb001,,1,1
LAN202510080,2025/10/08,LOS03,5,0,0,39,2,turnt001,R,banda001,L,smitw003,schwk001,02,3,1,2,turnt001,stotb001,,1,1
LAN202510090,2025/10/09,LOS03,5,0,1,32,2,keplm001,L,glast001,R,smitw003,stotb001,12,0,0,0,keplm001,,,1,0
CHN202510010,2025/10/01,CHI11,1,0,1,4,3,tatif002,R,kitta001,R,kellc002,merrj002,12,0,0,0,arral001,tatif002,,1,1
CHN202510010,2025/10/01,CHI11,1,0,1,4,2,arral001,L,kitta001,R,kellc002,merrj002,12,0,0,0,arral001,tatif002,,1,1
CHN202510020,2025/10/02,CHI11,1,1,2,7,2,hoern001,R,darvy001,R,fermf002,tuckk001,11,0,0,0,hoern001,,,0,0
CHN202510020,2025/10/02,CHI11,7,0,1,61,2,bogax001,R,pomed001,L,kellc002,iglej001,10,0,2,-2,bogax001,,,1,0
CHN202510020,2025/10/02,CHI11,8,1,1,80,2,crowp001,L,morgd001,R,fermf002,swand001,01,3,0,3,crowp001,,,0,0
LAN202510010,2025/10/01,LOS03,1,0,2,6,2,stews004,R,yamay001,R,rortb001,delae003,11,2,0,2,stews004,,,1,0
NYA202503270,2025/03/27,NYC21,8,1,2,81,2,grist001,L,alext001,L,contw002,riceb001,01,4,1,3,grist001,,,0,0
NYA202503270,2025/03/27,NYC21,9,0,1,88,2,bauej001,L,willd004,R,wella002,chouj001,11,2,4,-2,bauej001,,colli001,1,0
NYA202503290,2025/03/29,NYC21,2,0,2,21,2,yelic001,L,friem001,L,wella002,contw002,12,3,4,-1,yelic001,,chouj001,1,0
NYA202503300,2025/03/30,NYC21,1,0,2,4,2,turab002,L,strom001,R,wella002,contw002,21,0,0,0,turab002,,,1,0
NYA202504010,2025/04/01,NYC21,5,1,0,41,2,bellc002,L,burnc002,R,moreg001,judga001,02,4,2,2,bellc002,,,1,0
NYA202504010,2025/04/01,NYC21,9,0,0,81,2,mccaj003,L,ottaa001,R,wella002,gurrl001,00,7,4,3,mccaj003,,,1,0
NYA202504020,2025/04/02,NYC21,2,0,2,14,2,martk001,B,rodoc001,L,wella002,carrc005,00,4,0,4,martk001,,,0,0
NYA202504030,2025/04/03,NYC21,4,1,1,37,2,riceb001,L,kellm002,R,herrj003,bellc002,31,6,3,3,riceb001,,,1,0
NYA202504030,2025/04/03,NYC21,4,1,2,40,2,judga001,R,kellm002,R,herrj003,chisj001,01,7,3,4,judga001,,,1,0
NYA202504030,2025/04/03,NYC21,6,0,1,54,3,naylj001,L,ottaa001,R,escaj001,gurrl001,20,3,9,-6,,naylj001,,1,0
NYA202504030,2025/04/03,NYC21,8,1,2,94,2,chisj001,L,mills001,R,moreg001,domij003,00,9,7,2,chisj001,,,1,0
NYA202504110,2025/04/11,NYC21,2,1,0,21,2,volpa001,R,ray-r002,L,bailp001,chisj001,22,0,5,-5,volpa001,,,1,0
NYA202504110,2025/04/11,NYC21,4,0,0,36,2,fitzt001,R,yarbr001,L,wella002,yastm001,02,5,1,4,fitzt001,,,1,0
NYA202504120,2025/04/12,NYC21,5,1,2,47,2,domij003,B,rodrr010,R,huffs001,cabro002,11,7,2,5,domij003,,,1,0
NYA202504150,2025/04/15,NYC21,8,1,1,72,2,volpa001,R,siske001,L,fermf002,grist001,21,4,2,2,volpa001,,,1,0
NYA202504160,2025/04/16,NYC21,6,0,2,50,2,garcm003,R,leitm002,R,wella002,melem001,10,3,3,0,garcm003,,,0,0
NYA202504250,2025/04/25,NYC21,6,1,1,49,2,bellc002,L,littb002,L,kirka001,chisj001,00,0,1,-1,bellc002,,,0,0
NYA202504250,2025/04/25,NYC21,6,1,2,51,2,chisj001,L,littb002,L,kirka001,volpa001,30,0,1,-1,chisj001,,,0,0
NYA202504271,2025/04/27,NYC21,2,0,1,16,3,stram002,R,friem001,L,wella002,guerv002,12,1,0,1,bichb001,stram002,,0,0
NYA202504272,2025/04/27,NYC21,4,0,1,30,2,wagnw001,L,schmc002,R,escaj001,heint001,10,1,1,0,wagnw001,,,1,0
NYA202504272,2025/04/27,NYC21,8,1,0,73,2,volpa001,R,greec003,R,heint001,domij003,21,4,1,3,volpa001,,,0,0
NYA202505020,2025/05/02,NYC21,6,1,0,49,2,volpa001,R,orzee001,R,jansd001,wella002,10,3,0,3,volpa001,,,1,0
NYA202505030,2025/05/03,NYC21,2,0,1,12,3,cabaj001,R,yarbr001,L,wella002,jansd001,00,0,1,-1,misnk001,cabaj001,,1,0
NYA202505030,2025/05/03,NYC21,2,0,1,13,2,misnk001,L,yarbr001,L,wella002,jansd001,10,0,1,-1,misnk001,,cabaj001,1,0
NYA202505030,2025/05/03,NYC21,6,0,2,46,2,meadc001,R,cruzf002,R,wella002,misnk001,02,1,2,-1,meadc001,,,1,0
NYA202505030,2025/05/03,NYC21,8,0,0,63,2,morec001,R,leitm002,R,wella002,loweb001,00,1,2,-1,morec001,,,1,0
NYA202505030,2025/05/03,NYC21,8,0,0,65,3,morec001,R,leitm002,R,wella002,camij001,12,1,2,-1,loweb001,morec001,,1,1
NYA202505030,2025/05/03,NYC21,8,0,0,65,2,loweb001,L,leitm002,R,wella002,camij001,12,1,2,-1,loweb001,morec001,,1,1
NYA202505040,2025/05/04,NYC21,2,0,1,12,2,jankt001,L,warrw001,R,escaj001,rortb001,30,0,0,0,jankt001,,,1,0
NYA202505040,2025/05/04,NYC21,5,0,2,46,2,simpc001,L,matzt001,L,escaj001,loweb001,00,5,0,5,simpc001,,wallt003,1,0
NYA202505050,2025/05/05,NYC21,3,0,2,18,2,lockb001,R,rodoc001,L,wella002,tatif002,10,0,0,0,lockb001,,,1,0
NYA202505050,2025/05/05,NYC21,4,1,0,30,2,bellc002,L,piven001,R,diaze005,volpa001,00,2,0,2,bellc002,,,1,0
NYA202505050,2025/05/05,NYC21,6,1,1,47,2,goldp001,R,matsy001,L,diaze005,volpa001,00,2,0,2,goldp001,,,1,0
NYA202505060,2025/05/06,NYC21,7,1,1,67,3,volpa001,R,morea001,L,diaze005,goldp001,20,3,3,0,wella002,volpa001,,1,1
NYA202505060,2025/05/06,NYC21,7,1,1,67,2,wella002,L,morea001,L,diaze005,goldp001,20,3,3,0,wella002,volpa001,,1,1
NYA202505070,2025/05/07,NYC21,10,0,1,81,3,maldm001,R,willd004,R,wella002,arral001,21,3,3,0,,maldm001,,1,0
NYA202505160,2025/05/16,NYC21,1,0,1,3,2,sotoj001,L,rodoc001,L,wella002,alonp001,11,0,0,0,sotoj001,,,1,0
NYA202505160,2025/05/16,NYC21,7,1,1,67,2,domij003,B,buttj001,R,alvaf001,volpa001,12,6,1,5,domij003,,,1,0
NYA202505170,2025/05/17,NYC21,4,0,1,25,3,sotoj001,L,schmc002,R,escaj001,vienm001,00,1,1,0,alonp001,sotoj001,,1,0
NYA202505200,2025/05/20,NYC21,1,0,1,3,2,smitj007,L,warrw001,R,wella002,jungj001,32,0,0,0,smitj007,,,0,0
NYA202505200,2025/05/20,NYC21,4,1,0,27,2,judga001,R,corbp001,L,heimj001,bellc002,12,1,0,1,judga001,,,1,0
NYA202505200,2025/05/20,NYC21,4,1,2,31,2,bellc002,L,corbp001,L,heimj001,lemad001,00,2,0,2,bellc002,,,0,0
NYA202505210,2025/05/21,NYC21,3,0,2,21,2,smitj007,L,yarbr001,L,wella002,langw001,12,0,1,-1,smitj007,,,1,0
NYA202505210,2025/05/21,NYC21,8,0,2,67,2,burgj001,R,deloy001,R,wella002,pedej001,21,3,2,1,burgj001,,semim001,1,0
NYA202505210,2025/05/21,NYC21,9,0,2,84,2,haggs001,B,weavl001,R,wella002,garca005,11,3,3,0,haggs001,,,0,0
NYA202505220,2025/05/22,NYC21,6,0,1,42,2,langw001,R,rodoc001,L,escaj001,jungj001,12,0,1,-1,langw001,,,1,0
NYA202505220,2025/05/22,NYC21,7,0,2,58,2,pedej001,L,leitm002,R,escaj001,smitj007,02,0,1,-1,pedej001,,semim001,1,0
NYA202506030,2025/06/03,NYC21,1,0,1,4,2,ramij003,B,rodoc001,L,escaj001,fry-d001,02,0,0,0,ramij003,,marta008,1,0
NYA202506030,2025/06/03,NYC21,7,0,0,46,2,ramij003,B,rodoc001,L,escaj001,fry-d001,00,0,1,-1,ramij003,,,1,0
NYA202506030,2025/06/03,NYC21,8,1,1,67,2,judga001,R,allak001,L,naylb001,bellc002,21,3,1,2,judga001,,,0,0
NYA202506030,2025/06/03,NYC21,9,0,2,77,2,schnd002,L,willd004,R,escaj001,naylb001,22,2,3,-1,schnd002,,,1,0
NYA202506040,2025/06/04,NYC21,1,0,2,7,3,schnd002,L,schmc002,R,wella002,ariag002,12,3,0,3,,schnd002,,1,0
NYA202506050,2025/06/05,NYC21,1,0,2,5,3,ramij003,B,friem001,L,wella002,fry-d001,31,0,0,0,,ramij003,,1,0
NYA202506050,2025/06/05,NYC21,1,0,2,7,2,fry-d001,R,friem001,L,wella002,santc002,11,0,0,0,fry-d001,,ramij003,1,0
NYA202506050,2025/06/05,NYC21,6,1,1,49,2,chisj001,L,junij001,R,naylb001,domij003,12,2,0,2,chisj001,,,1,0
NYA202506060,2025/06/06,NYC21,2,1,1,19,2,judga001,R,buehw001,R,narvc002,bellc002,12,5,0,5,judga001,,,1,0
NYA202506060,2025/06/06,NYC21,2,1,2,22,2,chisj001,L,buehw001,R,narvc002,domij003,00,6,0,6,chisj001,,goldp001,1,0
NYA202506060,2025/06/06,NYC21,6,1,1,73,2,chisj001,L,crisc002,R,narvc002,perao002,01,9,4,5,chisj001,,,1,0
NYA202506060,2025/06/06,NYC21,6,1,1,74,3,chisj001,L,crisc002,R,narvc002,perao002,31,9,4,5,,chisj001,,0,0
NYA202506070,2025/06/07,NYC21,2,1,1,17,3,bellc002,L,crocg001,L,narvc002,lemad001,31,0,1,-1,,bellc002,,1,0
NYA202506070,2025/06/07,NYC21,5,0,1,48,2,rafac001,R,deloy001,R,wella002,campk002,00,8,5,3,rafac001,,,1,0
NYA202506070,2025/06/07,NYC21,8,1,1,84,2,bellc002,L,wilsj004,L,narvc002,domij003,01,5,8,-3,bellc002,,riceb001,1,0
NYA202506080,2025/06/08,NYC21,8,0,1,79,2,campk002,R,headb001,L,wella002,duraj001,12,9,5,4,campk002,,,0,0
NYA202506160,2025/06/16,NYC21,1,0,2,5,3,netoz001,R,schmc002,R,wella002,solej001,01,0,0,0,troum001,netoz001,,1,0
NYA202506160,2025/06/16,NYC21,9,1,2,76,2,volpa001,R,jansk001,R,ohopl001,wella002,00,0,0,0,volpa001,,,1,0
NYA202506170,2025/06/17,NYC21,3,1,2,27,2,domij003,B,hendk001,R,ohopl001,bellc002,01,0,3,-3,domij003,,,1,0
NYA202506180,2025/06/18,NYC21,2,0,0,9,2,ohopl001,R,yarbr001,L,riceb001,rengl001,31,1,0,1,ohopl001,,,0,0
NYA202506180,2025/06/18,NYC21,2,1,2,16,2,volpa001,R,kochj001,R,ohopl001,domij003,00,1,1,0,volpa001,,,0,0
NYA202506180,2025/06/18,NYC21,3,0,2,20,2,kings001,R,yarbr001,L,riceb001,schan001,00,1,1,0,kings001,,,1,0
NYA202506190,2025/06/19,NYC21,6,1,2,50,3,volpa001,R,andet002,L,darnt001,lemad001,32,4,3,1,wella002,volpa001,,0,0
NYA202506200,2025/06/20,NYC21,5,0,2,44,2,hollj003,L,friem001,L,wella002,laurr001,22,2,3,-1,hollj003,,,1,0
NYA202506210,2025/06/21,NYC21,1,0,1,3,2,westj002,R,schmc002,R,escaj001,hendg002,12,0,0,0,westj002,,,1,0
NYA202506270,2025/06/27,NYC21,8,1,0,66,2,bellc002,L,newcs001,L,maciw001,stanm004,21,3,0,3,bellc002,,,1,0
NYA202506280,2025/06/28,NYC21,6,0,0,38,2,butll001,L,schmc002,R,wella002,wilsj006,10,1,0,1,butll001,,,1,0
NYA202506290,2025/06/29,NYC21,5,1,2,50,3,volpa001,R,harrh002,L,maciw001,grist001,20,7,1,6,,volpa001,,1,0
NYA202507080,2025/07/08,NYC21,6,1,0,51,2,chisj001,L,gilbl002,R,ralec001,goldp001,10,4,0,4,chisj001,,,0,0
NYA202507090,2025/07/09,NYC21,5,1,2,45,2,goldp001,R,vargc003,R,ralec001,wella002,10,6,2,4,goldp001,,,0,0
NYA202507090,2025/07/09,NYC21,8,1,1,76,2,domij003,B,thort002,R,ralec001,judga001,12,9,6,3,domij003,,,0,0
NYA202507100,2025/07/10,NYC21,8,0,0,59,2,canzd001,L,brubj001,R,wella002,younc005,00,5,0,5,canzd001,,,0,0
NYA202507110,2025/07/11,NYC21,3,0,1,19,2,bertj001,R,rodoc001,L,escaj001,tuckk001,12,0,0,0,bertj001,,,1,0
NYA202507120,2025/07/12,NYC21,9,0,1,71,2,bertj001,R,brubj001,R,wella002,hoern001,00,5,0,5,bertj001,,,1,0
NYA202507120,2025/07/12,NYC21,9,0,1,73,3,bertj001,R,brubj001,R,wella002,tuckk001,11,5,0,5,hoern001,bertj001,,0,0
NYA202507130,2025/07/13,NYC21,2,1,0,16,2,chisj001,L,imans001,L,kellc002,domij003,31,1,1,0,chisj001,,,0,0
NYA202507250,2025/07/25,NYC21,3,1,2,26,2,perao002,R,walkt004,R,realj001,bellc002,00,2,0,2,perao002,,,1,0
NYA202507260,2025/07/26,NYC21,6,0,0,51,2,stotb001,L,deloy001,R,riceb001,rojaj003,10,4,1,3,stotb001,,,1,0
NYA202507260,2025/07/26,NYC21,6,0,2,57,2,harpb003,L,loaij001,R,riceb001,realj001,02,5,1,4,harpb003,,turnt001,1,0
NYA202507270,2025/07/27,NYC21,4,1,2,32,2,volpa001,R,wheez001,R,realj001,wella002,21,4,2,2,volpa001,,,1,0
NYA202507270,2025/07/27,NYC21,8,1,1,76,2,domij003,B,stram001,L,realj001,mcmar001,02,4,3,1,domij003,,,1,0
NYA202507280,2025/07/28,NYC21,1,0,2,6,2,lowej002,L,schlc001,R,wella002,mangj001,10,2,0,2,lowej002,,,1,0
NYA202507290,2025/07/29,NYC21,3,1,1,26,3,wella002,L,boylj001,R,fortn001,goldp001,11,0,3,-3,riceb001,wella002,,1,0
NYA202507290,2025/07/29,NYC21,4,1,0,34,2,domij003,B,boylj001,R,fortn001,mcmar001,10,3,3,0,domij003,,,1,0
NYA202507290,2025/07/29,NYC21,4,1,1,39,3,volpa001,R,montm003,L,fortn001,grist001,10,4,3,1,wella002,volpa001,,1,1
NYA202507290,2025/07/29,NYC21,4,1,1,39,2,wella002,L,montm003,L,fortn001,grist001,10,4,3,1,wella002,volpa001,,1,1
NYA202507290,2025/07/29,NYC21,9,0,2,89,2,diazy001,R,willd004,R,wella002,aranj001,00,5,6,-1,diazy001,,diazy001,1,0
NYA202507300,2025/07/30,NYC21,4,0,0,27,2,aranj001,L,warrw001,R,wella002,camij001,32,1,0,1,aranj001,,,0,0
NYA202507300,2025/07/30,NYC21,4,1,1,33,2,chisj001,L,littz001,R,thaim001,domij003,12,0,1,-1,chisj001,,,1,0
NYA202507300,2025/07/30,NYC21,4,1,2,35,3,chisj001,L,littz001,R,thaim001,mcmar001,00,0,1,-1,,chisj001,,1,0
NYA202507300,2025/07/30,NYC21,8,0,1,64,2,simpc001,L,deloy001,R,wella002,diazy001,00,1,0,1,simpc001,,,0,0
NYA202507300,2025/07/30,NYC21,9,0,0,80,2,camij001,R,willd004,R,wella002,lowej002,10,1,2,-1,camij001,,,1,0
NYA202507310,2025/07/31,NYC21,4,0,2,36,2,lowej002,L,strom001,R,riceb001,deluj001,00,2,7,-5,lowej002,,,1,0
NYA202507310,2025/07/31,NYC21,4,0,2,38,2,deluj001,R,strom001,R,riceb001,wallt003,11,3,7,-4,deluj001,,,1,0
NYA202507310,2025/07/31,NYC21,5,1,1,53,3,chisj001,L,kellk004,R,fortn001,domij003,32,7,4,3,,chisj001,,1,0
NYA202507310,2025/07/31,NYC21,7,1,2,73,2,chisj001,L,rockj002,L,fortn001,domij003,00,7,4,3,chisj001,,,1,0
NYA202508080,2025/08/08,NYC21,7,0,2,58,2,altuj001,R,dovac001,R,wella002,corrc001,00,2,2,0,altuj001,,,1,0
NYA202508110,2025/08/11,NYC21,6,1,2,46,2,chisj001,L,krisb001,R,jeffr002,goldp001,00,3,1,2,chisj001,,,1,0
NYA202508120,2025/08/12,NYC21,1,0,0,2,2,marta007,R,rodoc001,L,riceb001,buxtb001,12,0,0,0,marta007,,,1,0
NYA202508120,2025/08/12,NYC21,2,1,1,18,2,chisj001,L,adamt002,R,gaspm001,mcmar001,11,1,1,0,chisj001,,,1,0
NYA202508120,2025/08/12,NYC21,2,1,2,23,2,grist001,L,adamt002,R,gaspm001,bellc002,01,4,1,3,grist001,,,0,0
NYA202508120,2025/08/12,NYC21,4,1,2,41,2,judga001,R,hatct001,R,gaspm001,bellc002,01,4,1,3,judga001,,,1,0
NYA202508120,2025/08/12,NYC21,5,1,2,50,3,chisj001,L,hatct001,R,gaspm001,mcmar001,00,5,1,4,,chisj001,,1,0
NYA202508130,2025/08/13,NYC21,5,0,2,36,2,rodea001,L,schlc001,R,wella002,larnt001,10,1,1,0,rodea001,,,1,0
NYA202508210,2025/08/21,NYC21,2,0,1,12,3,rafac001,R,gil-l001,R,riceb001,hamid002,31,0,0,0,,rafac001,,1,0
NYA202508210,2025/08/21,NYC21,2,0,1,14,2,hamid002,L,gil-l001,R,riceb001,narvc002,00,0,0,0,hamid002,,rafac001,1,0
NYA202508210,2025/08/21,NYC21,4,1,0,37,2,chisj001,L,gioll001,R,narvc002,goldp001,00,1,1,0,chisj001,,,1,0
NYA202508210,2025/08/21,NYC21,5,1,2,52,2,judga001,R,wilsj004,L,narvc002,riceb001,00,2,2,0,judga001,,,1,0
NYA202508220,2025/08/22,NYC21,3,0,0,18,2,eaton001,R,friem001,L,wella002,wongc001,12,0,0,0,eaton001,,,0,0
NYA202508220,2025/08/22,NYC21,9,0,0,72,2,duraj001,L,bednd001,R,wella002,rafac001,01,1,0,1,duraj001,,,1,0
NYA202508220,2025/08/22,NYC21,9,0,2,77,2,wongc001,R,bednd001,R,wella002,yoshm002,01,1,0,1,wongc001,,rafac001,1,0
NYA202508250,2025/08/25,NYC21,4,0,2,31,2,bellj005,B,schlc001,R,riceb001,dejop001,01,0,2,-2,bellj005,,abrac001,0,0
NYA202508260,2025/08/26,NYC21,7,1,2,72,2,cabaj001,R,beetc001,R,adamr004,grist001,21,5,1,4,cabaj001,,,1,0
NYA202508270,2025/08/27,NYC21,3,1,0,24,2,chisj001,L,cavac001,R,milld003,domij003,10,4,0,4,chisj001,,,1,0
NYA202509050,2025/09/05,NYC21,1,0,2,6,2,varsd001,L,schlc001,R,riceb001,kirka001,12,1,0,1,varsd001,,bichb001,1,0
NYA202509060,2025/09/06,NYC21,3,1,2,26,2,judga001,R,bassc001,R,heint001,bellc002,21,2,0,2,judga001,,,1,0
NYA202509060,2025/09/06,NYC21,6,1,0,51,2,chisj001,L,varll001,R,heint001,domij003,22,2,1,1,chisj001,,,0,0
NYA202509060,2025/09/06,NYC21,8,1,2,79,2,cabaj001,R,rodry003,R,heint001,volpa001,02,3,1,2,cabaj001,,,1,0
NYA202509070,2025/09/07,NYC21,3,1,1,27,2,judga001,R,schem001,R,kirka001,bellc002,21,3,3,0,judga001,,,1,0
NYA202509070,2025/09/07,NYC21,4,1,0,36,2,chisj001,L,schem001,R,kirka001,wella002,12,4,3,1,chisj001,,,1,0
NYA202509070,2025/09/07,NYC21,8,0,0,63,2,barga001,L,willd004,R,wella002,guerv002,11,3,4,-1,barga001,,,1,0
NYA202509070,2025/09/07,NYC21,9,0,1,80,2,luken001,L,bednd001,R,wella002,stram002,00,3,4,-1,luken001,,,0,0
NYA202509110,2025/09/11,NYC21,2,1,1,17,2,chisj001,L,gipss001,R,dingd001,riceb001,00,1,1,0,chisj001,,,1,0
