runner_id,pitcher_id,catcher_id,target_base,steal_of_second,inning,late_inning,outs,balls,strikes,score_diff,close_game,runner_bats_lhb,runner_prior_sr,runner_prior_att,pitcher_prior_sr_allowed,catcher_prior_cs_rate,success
castw003,woo-b001,ralec001,2,1,3,0,2,1,1,1,1,0,0.8355,33,0.8864,0.2317,1
castw003,munoa002,murpt002,2,1,8,1,2,1,0,0,1,0,0.8397,34,0.8611,0.08,1
varsd001,speig001,murpt002,2,1,7,1,0,0,1,1,1,1,0.7344,11,0.75,0.0769,1
cabaj001,swane001,jansd001,2,1,7,1,2,0,0,-1,1,0,0.8879,24,0.8214,0.1333,1
wongk001,pearn001,kirka001,2,1,7,1,1,0,0,-2,0,1,0.625,1,0.8611,0.1818,1
biggc002,topaj001,ralec001,2,1,9,1,2,0,1,-1,1,1,0.7917,1,0.75,0.2289,1
rodrj007,swane001,kirka001,2,1,7,1,1,1,0,-1,1,0,0.7988,36,0.8438,0.1765,1
moord002,romaj004,kirka001,2,1,9,1,0,3,1,-1,1,0,0.6786,2,0.8611,0.1714,1
duraj001,kirbg001,murpt002,2,1,1,0,0,1,0,0,1,1,0.9135,21,0.7614,0.0741,1
duraj001,kirbg001,murpt002,2,1,5,0,2,0,1,0,1,1,0.9167,22,0.7717,0.0714,1
chany001,gilbl002,murpt002,2,1,5,0,1,3,2,2,0,0,0.8438,3,0.8676,0.069,1
suare001,llovm001,wongc001,2,1,7,1,2,2,2,2,0,0,0.6786,2,0.8611,0.2237,1
rodrj007,llovm001,wongc001,H,0,7,1,2,2,2,2,0,0,0.8036,37,0.875,0.2208,1
rodrj007,martn002,sancg002,2,1,1,0,0,1,0,0,1,0,0.8081,38,0.9219,0.1957,0
canzd001,martn002,sancg002,3,0,2,0,1,0,0,0,1,1,0.75,0,0.8676,0.2128,1
kim-h002,hance001,ralec001,2,1,1,0,0,0,1,0,1,0,0.7944,40,0.6786,0.2262,1
kim-h002,hance001,ralec001,3,0,1,0,1,0,0,0,1,0,0.7989,41,0.7188,0.2235,1
kim-h002,hance001,ralec001,2,1,3,0,1,2,2,1,1,0,0.8032,42,0.75,0.2209,1
fordm002,darvy001,campl002,2,1,7,1,0,1,0,0,1,1,0.625,1,0.7717,0.0645,1
westj002,kirbg001,murpt002,2,1,9,1,0,3,2,0,1,0,0.7188,3,0.7812,0.0667,1
marlc001,bautf001,rutsa001,2,1,9,1,2,0,0,0,1,1,0.775,5,0.8393,0.2222,0
mullc002,munoa002,murpt002,3,0,10,1,0,1,1,0,1,1,0.8523,17,0.875,0.0645,1
ohear001,munoa002,murpt002,2,1,10,1,2,0,2,1,1,1,0.775,5,0.8864,0.0625,1
rodrj007,singb001,peres002,2,1,1,0,1,2,2,1,1,0,0.7898,39,0.7639,0.1475,1
bland001,gilbl002,ralec001,2,1,3,0,1,0,1,0,1,0,0.83,20,0.875,0.2184,1
rojaj001,marsa001,peres002,2,1,5,0,1,2,0,1,1,1,0.9107,9,0.8594,0.1452,1
wittb002,topaj001,ralec001,2,1,8,1,2,0,0,-1,1,0,0.7246,54,0.775,0.2159,1
geloz001,woo-b001,okeeb001,2,1,1,0,1,0,0,0,1,0,0.8676,12,0.8958,0.1429,1
moord002,mullk001,langs001,2,1,2,0,0,0,2,1,1,0,0.7188,3,0.7679,0.2909,0
moord002,mullk001,langs001,2,1,3,0,2,0,2,4,0,0,0.6389,4,0.7167,0.2973,1
ruize001,millb004,ralec001,2,1,2,0,2,0,0,2,0,0,0.8279,72,0.6458,0.2135,1
ruize001,topaj001,ralec001,3,0,7,1,1,1,1,1,1,0,0.8301,73,0.7955,0.2111,1
moord002,jimed002,perec003,3,0,7,1,1,1,0,1,1,0,0.675,5,0.6786,0.36,1
crawj002,jimed002,perec003,2,1,7,1,1,1,0,1,1,1,0.7917,1,0.7188,0.3462,1
moord002,detmr001,ohopl001,2,1,7,1,2,1,2,0,1,0,0.7045,6,0.8152,0.1316,0
adamj003,topaj001,ralec001,3,0,7,1,1,2,2,-1,1,0,0.6786,2,0.8125,0.2088,0
philb002,munoa002,ralec001,2,1,9,1,2,0,1,-1,1,1,0.8214,2,0.8958,0.2174,0
freef001,speig001,ralec001,2,1,8,1,0,0,2,1,1,1,0.9167,22,0.775,0.2258,1
rojam002,thort002,ralec001,2,1,9,1,1,0,1,3,0,0,0.7679,9,0.8214,0.2234,0
rodrj007,kersc001,smitw003,3,0,3,0,1,1,0,0,1,0,0.7944,40,0.7292,0.2024,0
herne001,campi001,ralec001,2,1,11,1,2,0,0,5,0,0,0.775,5,0.8438,0.2316,1
rosaa003,bazae001,ralec001,2,1,6,0,0,1,0,4,0,0,0.8452,16,0.75,0.2292,1
mccoc001,castl003,ralec001,2,1,3,0,2,0,0,4,0,0,0.8125,23,0.625,0.2268,0
penaj004,kirbg001,ralec001,2,1,5,0,1,2,1,-2,0,0,0.6442,21,0.79,0.2347,0
rojaj001,javic001,maldm001,2,1,5,0,1,1,0,2,0,1,0.9167,10,0.8583,0.1327,1
brega001,millb004,ralec001,2,1,1,0,1,1,1,0,1,0,0.8438,3,0.6731,0.2424,0
rodrj007,valdf001,maldm001,3,0,1,0,0,2,2,1,1,0,0.7772,41,0.9022,0.1313,1
haggs001,valdf001,maldm001,2,1,2,0,1,0,2,1,1,0,0.8269,8,0.9062,0.13,1
haggs001,montj004,heimj001,2,1,3,0,1,0,0,-1,1,0,0.8393,9,0.8958,0.3125,1
isbek001,cobba001,perer003,2,1,6,0,2,1,1,1,1,1,0.7955,6,0.85,0.125,1
confm001,bubik001,melem001,2,1,1,0,2,1,1,0,1,1,0.75,4,0.75,0.125,1
yastm001,uriaj001,smitw003,2,1,1,0,2,1,1,-1,1,1,0.6786,2,0.6711,0.2118,0
villd001,uriaj001,smitw003,2,1,2,0,1,0,1,-1,1,0,0.75,0,0.6375,0.2209,1
outmj002,roget001,bartj003,2,1,7,1,1,0,1,3,0,1,0.8375,15,0.8214,0.0714,1
sabob001,mills001,smitw003,2,1,7,1,1,2,0,2,0,1,0.6786,2,0.8125,0.2184,1
outmj002,cobba001,bartj003,2,1,4,0,0,0,0,-2,0,1,0.8452,16,0.8594,0.0667,0
estrt001,curtj003,nidot001,2,1,7,1,2,0,1,-5,0,0,0.6705,17,0.8214,0.1333,1
estrt001,peted003,nidot001,2,1,2,0,1,1,0,3,0,0,0.6848,18,0.5227,0.125,1
marts002,webbl001,bartj003,2,1,3,0,1,1,0,-4,0,0,0.8879,24,0.9219,0.125,0
villd001,ucete001,nidot001,2,1,7,1,2,1,2,5,0,0,0.7917,1,0.75,0.1176,0
crawb001,smitd009,alvaf001,2,1,8,1,2,0,2,1,1,1,0.7917,1,0.6458,0.1327,1
estrt001,woodj003,contw001,2,1,2,0,1,1,1,0,1,0,0.6979,19,0.75,0.2692,1
slata001,matzs001,contw001,3,0,1,0,0,0,1,-1,1,0,0.7917,1,0.775,0.2593,1
sabob001,matzs001,contw001,2,1,4,0,2,1,2,-1,1,1,0.7188,3,0.7955,0.25,1
estrt001,matzs001,contw001,2,1,4,0,2,0,0,0,1,0,0.71,20,0.8125,0.2414,1
contw001,desca001,sabob001,2,1,6,0,1,0,2,-1,1,0,0.5357,2,0.8438,0.1071,0
estrt001,mikom001,kniza001,2,1,1,0,1,0,1,0,1,0,0.7212,21,0.775,0.1071,1
crawb001,mikom001,kniza001,2,1,5,0,1,0,0,0,1,1,0.8214,2,0.7955,0.1034,1
edmat001,brebj001,sabob001,2,1,7,1,2,1,2,2,0,0,0.7679,9,0.8438,0.1379,1
andeb006,manas001,bartj003,2,1,1,0,2,0,2,1,1,0,0.6786,2,0.7188,0.1765,0
wiseb001,burnc002,carav001,2,1,2,0,2,1,0,0,1,1,0.75,0,0.8393,0.1373,1
taylt002,manas001,bartj003,3,0,5,0,0,0,1,0,1,0,0.875,5,0.6389,0.2222,1
wiemj001,manas001,bartj003,2,1,5,0,0,0,1,0,1,0,0.6719,11,0.675,0.2105,1
wiseb001,burnc002,carav001,2,1,5,0,1,2,2,-2,0,1,0.7917,1,0.85,0.1346,1
andeb006,junij001,sabob001,2,1,6,0,0,2,0,3,0,0,0.5938,3,0.775,0.1333,0
turab002,junij001,sabob001,2,1,6,0,2,0,1,3,0,1,0.8587,18,0.7045,0.1613,1
wiemj001,waitc001,sabob001,2,1,9,1,0,1,1,3,0,0,0.6912,12,0.75,0.1562,1
yelic001,waitc001,sabob001,2,1,9,1,0,0,1,4,0,1,0.9015,28,0.7917,0.1515,1
estrt001,thomm005,ruizk001,2,1,7,1,1,0,0,2,0,0,0.7315,22,0.6786,0.1429,1
calla002,manas001,bartj003,2,1,2,0,1,1,2,0,1,0,0.5625,7,0.7045,0.2,1
realj001,cobba001,bartj003,3,0,2,0,1,1,2,0,1,0,0.6848,18,0.8088,0.1905,1
marsb002,cobba001,bartj003,2,1,2,0,2,0,1,0,1,1,0.7833,10,0.8194,0.1818,1
realj001,roget002,bartj003,2,1,7,1,2,0,1,-2,0,0,0.6979,19,0.75,0.1739,1
harpb003,strir001,bartj003,3,0,4,0,1,2,0,-4,0,1,0.7614,17,0.6458,0.1667,1
castn001,strir001,bartj003,2,1,4,0,1,2,0,-4,0,0,0.7969,11,0.6731,0.16,1
estrt001,garrb001,fortn001,2,1,1,0,1,0,2,0,1,0,0.7411,23,0.7976,0.1573,1
hampg001,webbl001,bailp001,2,1,5,0,1,0,0,0,1,0,0.8611,4,0.8676,0.2273,1
delab001,dovac001,bailp001,2,1,9,1,0,1,0,1,1,0,0.675,5,0.75,0.2222,1
bertj001,brebj001,bailp001,H,0,5,0,2,0,2,0,1,0,0.71,20,0.8611,0.2174,0
hanim001,okers001,fortn001,2,1,8,1,0,3,1,2,0,0,0.75,0,0.8958,0.1556,1
schmc003,okers001,fortn001,2,1,8,1,2,0,0,3,0,0,0.6786,2,0.9038,0.1538,1
johnb005,hillr001,hedga001,2,1,4,0,2,0,0,4,0,0,0.7917,1,0.8796,0.1607,1
davij006,hillr001,hedga001,2,1,4,0,2,0,0,5,0,0,0.75,0,0.8839,0.1579,1
mccua001,wooda002,bailp001,2,1,4,0,2,0,2,2,0,0,0.75,12,0.8214,0.234,1
castr006,walkr001,bailp001,3,0,5,0,1,1,0,4,0,0,0.5938,3,0.75,0.2292,0
joe-c001,dovac001,bailp001,2,1,9,1,1,1,2,4,0,0,0.4318,6,0.7679,0.2449,1
matej003,webbl001,bailp001,2,1,5,0,1,1,0,0,1,0,0.8712,28,0.875,0.24,0
haysa001,desca001,bailp001,2,1,3,0,2,2,1,2,0,0,0.775,5,0.75,0.2549,1
matej003,roget001,bailp001,2,1,8,1,2,2,1,5,0,0,0.8456,29,0.8438,0.25,1
suzus001,desca001,bailp001,2,1,1,0,2,1,1,0,1,0,0.5735,12,0.775,0.2453,0
tatif002,walkr001,bailp001,3,0,1,0,0,0,0,0,1,0,0.9044,29,0.625,0.2593,0
kim-h002,roget001,bailp001,2,1,2,0,2,0,1,1,1,0,0.8073,43,0.8611,0.2727,1
kim-h002,desca001,bailp001,H,0,4,0,1,0,1,2,0,0,0.8112,44,0.7045,0.2679,0
matol002,darvy001,sancg002,2,1,5,0,0,0,0,0,1,0,0.8214,2,0.7812,0.2083,1
kim-h002,jackl001,sabob001,2,1,7,1,2,1,1,-4,0,0,0.795,45,0.8214,0.1471,1
carrc005,webbl001,bailp001,2,1,1,0,2,1,2,0,1,1,0.8975,56,0.8289,0.2807,1
mccaj003,winnk001,bailp001,2,1,5,0,0,1,0,-2,0,1,0.8629,26,0.8214,0.2759,1
thoma004,desca001,bailp001,3,0,2,0,2,1,2,1,1,1,0.9038,8,0.6458,0.2712,1
walkc002,beckt002,bailp001,2,1,8,1,2,0,0,3,0,0,0.9342,14,0.7917,0.2667,1
fordm002,dovac001,sabob001,2,1,9,1,0,0,0,0,1,1,0.6786,2,0.7833,0.1429,1
fordm002,dovac001,sabob001,3,0,9,1,0,0,1,0,1,1,0.7188,3,0.7969,0.1389,1
rodrj007,dovac001,sabob001,3,0,9,1,1,0,1,3,0,0,0.7819,42,0.8088,0.1351,1
kelej001,winnk001,bailp001,2,1,1,0,1,1,2,1,1,1,0.7237,14,0.8438,0.2623,0
mcmar001,walkr001,bailp001,2,1,1,0,2,1,0,0,1,1,0.5536,9,0.5357,0.2742,1
geloz001,cobba001,bailp001,2,1,6,0,1,2,0,-1,1,0,0.875,13,0.8289,0.2698,1
kempt001,walkr001,bailp001,2,1,1,0,0,2,0,0,1,1,0.7375,15,0.5938,0.2656,1
duraj001,webbl001,bailp001,2,1,3,0,1,0,1,1,1,1,0.9196,23,0.8375,0.2615,0
turnj001,dovac001,bailp001,2,1,9,1,0,0,2,0,1,0,0.75,4,0.8194,0.2727,0
carrc005,jackl001,bailp001,2,1,6,0,2,0,0,-1,1,1,0.8992,57,0.8438,0.2836,1
perdg001,cobba001,sabob001,2,1,4,0,1,0,0,0,1,0,0.75,20,0.8375,0.1316,0
petej002,walkr001,bailp001,2,1,8,1,0,0,0,-1,1,1,0.8929,16,0.6389,0.2794,0
perdg001,webbl001,bailp001,2,1,1,0,0,3,2,0,1,0,0.7212,21,0.7976,0.2899,1
carrc005,jackl001,bailp001,2,1,6,0,2,0,0,-1,1,1,0.9008,58,0.8611,0.2857,1
durae002,webbl001,bailp001,2,1,2,0,2,0,0,0,1,0,0.8125,7,0.8068,0.2817,1
durae002,dovac001,bailp001,2,1,9,1,2,0,0,0,1,0,0.8269,8,0.7763,0.2778,0
arozr001,walkr001,bailp001,2,1,1,0,1,1,0,0,1,0,0.5735,12,0.575,0.2877,0
sirij001,walkr001,bailp001,3,0,2,0,2,0,0,0,1,0,0.775,5,0.5227,0.2973,1
arozr001,walkr001,sabob001,3,0,1,0,1,2,2,1,1,0,0.5417,13,0.5625,0.1538,0
harrm004,webbl001,sabob001,2,1,4,0,0,0,2,1,1,1,0.8646,19,0.8152,0.175,1
harrm004,webbl001,sabob001,2,1,6,0,0,1,1,4,0,1,0.87,20,0.8229,0.1707,1
rosae001,walkr001,bailp001,2,1,2,0,1,1,2,1,1,1,0.6458,7,0.5192,0.2933,1
acunr001,manas001,bailp001,3,0,3,0,1,0,0,1,1,0,0.8343,81,0.7292,0.2895,1
harrm004,roget001,bailp001,3,0,7,1,1,1,2,2,0,1,0.875,21,0.875,0.2857,0
senzn001,webbl001,bailp001,2,1,2,0,2,1,2,0,1,0,0.7292,7,0.83,0.2949,1
delae003,webbl001,bailp001,2,1,6,0,1,0,1,0,1,0,0.7937,35,0.8365,0.2911,1
stees001,webbl001,bailp001,H,0,6,0,1,0,1,0,1,0,0.7717,18,0.8426,0.2875,1
martn004,jackl001,bailp001,2,1,9,1,2,3,1,3,0,0,0.775,5,0.875,0.284,1
boucs001,harrk001,bartj003,2,1,2,0,2,0,0,3,0,0,0.75,0,0.5357,0.1538,0
jonen002,roget001,bartj003,2,1,7,1,2,0,1,3,0,1,0.8125,23,0.7955,0.1852,1
estrt001,hollg002,diaze005,2,1,4,0,2,0,0,6,0,0,0.75,24,0.8438,0.2421,1
estrt001,willg004,naylb001,2,1,3,0,1,2,1,-1,1,0,0.7583,25,0.7045,0.127,1
naylb001,brebj001,bartj003,2,1,7,1,1,1,1,-1,1,1,0.8611,4,0.775,0.1786,1
gimea001,roget002,sabob001,2,1,8,1,1,0,0,0,1,1,0.7986,31,0.775,0.1667,1
freet001,jackl001,sabob001,2,1,10,1,1,0,0,0,1,0,0.775,5,0.8864,0.1628,1
sabob001,clase001,naylb001,2,1,10,1,0,1,0,0,1,1,0.75,4,0.8958,0.125,1
naylj001,manas001,sabob001,2,1,1,0,1,1,0,0,1,1,0.6912,12,0.75,0.1591,1
gimea001,harrk001,bailp001,2,1,1,0,2,1,1,2,0,1,0.8041,32,0.4688,0.2805,1
kwans001,harrk001,bailp001,2,1,2,0,2,1,0,3,0,1,0.8365,21,0.5278,0.2771,1
florw001,clase001,naylb001,2,1,9,1,0,1,2,0,1,0,0.625,1,0.9038,0.1231,1
bogax001,wooda002,sabob001,3,0,3,0,2,0,1,2,0,0,0.8646,19,0.8438,0.1556,1
fitzt001,waldm003,sullb001,2,1,5,0,2,1,0,1,1,0,0.75,0,0.8958,0.1875,1
fitzt001,barls001,sullb001,2,1,7,1,2,2,1,0,1,0,0.7917,1,0.9038,0.1765,1
estrt001,suarr002,sullb001,2,1,8,1,2,1,1,0,1,0,0.7661,26,0.6786,0.1667,1
estrt001,kersc001,barna001,2,1,3,0,2,0,1,1,1,0,0.7734,27,0.6731,0.1094,0
taylc001,dovac001,bailp001,2,1,9,1,2,0,0,-1,1,0,0.8929,16,0.7375,0.2738,0
outmj002,harrk001,sabob001,2,1,5,0,2,1,1,0,1,1,0.8068,17,0.575,0.1522,1
goldp001,bassa001,kirka001,2,1,6,0,2,1,2,1,1,0,0.75,4,0.7917,0.1667,1
chapm001,palla001,contw001,2,1,7,1,1,0,0,0,1,0,0.6786,2,0.8676,0.2333,0
walkj003,swane001,jansd001,2,1,8,1,2,0,1,3,0,0,0.75,4,0.8611,0.129,1
varsd001,montj004,contw001,2,1,2,0,0,1,1,-4,0,1,0.75,12,0.9038,0.2581,1
edmat001,bassc001,jansd001,2,1,4,0,0,0,0,4,0,0,0.7833,10,0.75,0.125,1
acunr001,woodj003,contw001,2,1,1,0,0,1,0,0,1,0,0.8362,82,0.7917,0.25,0
acunr001,matzs001,contw001,2,1,1,0,1,2,2,0,1,0,0.8267,83,0.8269,0.2727,1
harrm004,mikom001,kniza001,2,1,1,0,1,2,1,2,0,1,0.8426,22,0.8125,0.1,1
contw001,velav001,delaj004,3,0,4,0,2,1,1,0,1,0,0.4688,3,0.8214,0.0851,1
gormn001,velav001,delaj004,2,1,4,0,2,1,1,0,1,1,0.75,4,0.8438,0.0833,1
smitc008,woodj003,contw001,2,1,4,0,2,0,0,0,1,1,0.75,0,0.6786,0.2647,1
bae-j001,thomz002,contw001,2,1,7,1,2,0,1,-1,1,1,0.6894,28,0.6786,0.2571,1
goldp001,contr001,delaj004,2,1,1,0,0,1,2,0,1,0,0.775,5,0.7955,0.0816,1
hayek001,matzs001,kniza001,3,0,3,0,2,1,0,-1,1,0,0.7083,13,0.8393,0.0968,1
reynb001,matzs001,kniza001,2,1,3,0,2,1,0,-1,1,0,0.85,10,0.85,0.0938,1
donob001,contr001,delaj004,2,1,3,0,1,0,0,0,1,1,0.8438,3,0.8125,0.08,1
gormn001,contr001,delaj004,2,1,4,0,0,1,0,0,1,1,0.775,5,0.8269,0.0784,0
nootl001,contr001,delaj004,2,1,4,0,2,0,0,0,1,1,0.7955,6,0.7679,0.0962,1
donob001,contr001,delaj004,3,0,5,0,1,1,1,0,1,1,0.8611,4,0.7833,0.0943,1
hayek001,strac001,kniza001,2,1,7,1,1,1,1,0,1,0,0.7237,14,0.7188,0.0909,0
thoma004,flahj002,contw001,2,1,6,0,0,0,0,1,1,1,0.9107,9,0.75,0.25,0
contw001,kellm002,moreg001,3,0,6,0,2,1,2,0,1,0,0.5278,4,0.7283,0.3478,1
carld002,bumgm001,herrj003,3,0,1,0,1,0,0,1,1,0,0.7917,1,0.6786,0.2143,1
arenn001,bumgm001,herrj003,2,1,1,0,1,0,0,1,1,0,0.6389,4,0.7188,0.2069,1
walkj003,solop001,herrj003,2,1,5,0,1,1,2,2,0,0,0.775,5,0.75,0.2,1
carrc005,verhd001,kniza001,2,1,7,1,2,1,0,-9,0,1,0.9023,59,0.8438,0.1176,1
haase001,montj004,kniza001,2,1,1,0,2,0,1,2,0,0,0.7188,3,0.9107,0.1143,1
nootl001,turns003,haase001,2,1,2,0,1,1,2,3,0,1,0.8125,7,0.7917,0.2424,1
badda001,waina001,kniza001,2,1,5,0,0,2,2,-3,0,1,0.7763,14,0.7917,0.1111,1
goldp001,englm001,rogej004,3,0,6,0,0,0,0,-3,0,0,0.7955,6,0.8611,0.1864,1
gormn001,englm001,rogej004,2,1,6,0,0,0,0,-3,0,1,0.7045,6,0.875,0.1833,1
adamw002,montj004,kniza001,3,0,1,0,2,0,1,1,1,0,0.6458,7,0.9167,0.1081,1
contw001,payaj001,contw002,2,1,5,0,2,0,2,0,1,0,0.575,5,0.6458,0.2118,1
turab002,hickj002,kniza001,2,1,6,0,1,0,0,1,1,1,0.8646,19,0.625,0.1053,0
edmat001,payaj001,contw002,2,1,6,0,2,0,0,-1,1,0,0.7969,11,0.6731,0.2093,1
edmat001,willd004,contw002,2,1,8,1,1,0,1,-1,1,0,0.8088,12,0.7833,0.2069,1
turab002,verhd001,barrt004,2,1,9,1,1,3,2,1,1,1,0.83,20,0.8611,0.1667,1
edmat001,burnc002,carav001,2,1,2,0,2,1,0,1,1,0,0.8194,13,0.8594,0.1321,1
merco003,uriaj001,smitw003,2,1,3,0,1,2,2,-2,0,0,0.75,0,0.6548,0.2159,1
goldp001,bickp001,smitw003,2,1,4,0,1,0,0,4,0,0,0.8125,7,0.9265,0.2135,1
merco003,bickp001,smitw003,H,0,4,0,1,0,0,4,0,0,0.7917,1,0.9306,0.2111,1
goldp001,gonst001,smitw003,2,1,3,0,1,2,1,0,1,0,0.8269,8,0.8958,0.2088,1
contw001,syndn001,barna001,2,1,1,0,2,0,1,1,1,0,0.6136,6,0.9632,0.1231,1
dejop001,syndn001,barna001,2,1,2,0,0,1,0,1,1,0,0.75,4,0.9643,0.1212,1
arenn001,syndn001,barna001,2,1,3,0,1,0,1,3,0,0,0.675,5,0.9653,0.1194,0
merco003,bruij001,smitw003,2,1,5,0,2,0,0,4,0,0,0.8214,2,0.8438,0.2065,0
wittb002,matzs001,contw001,2,1,7,1,1,1,0,3,0,0,0.7292,55,0.8594,0.2703,1
lopen001,matzs001,contw001,2,1,8,1,0,0,2,3,0,1,0.7292,7,0.8676,0.2632,1
edmat001,chapa001,peres002,2,1,8,1,0,1,1,1,1,0,0.8289,14,0.8875,0.1429,1
wittb002,gallg001,contw001,2,1,9,1,2,0,0,-1,1,0,0.7336,56,0.8438,0.2564,1
bensw001,palla001,contw001,2,1,7,1,2,0,0,-3,0,1,0.8977,17,0.8194,0.25,0
delae003,mikom001,kniza001,2,1,5,0,0,1,0,5,0,0,0.7988,36,0.8269,0.1282,1
delae003,waina001,contw001,2,1,6,0,1,0,0,-1,1,0,0.8036,37,0.8214,0.2683,1
goldp001,gibai001,casac001,2,1,7,1,2,1,2,0,1,0,0.8393,9,0.6711,0.2609,0
slata001,libem001,contw001,2,1,1,0,1,0,0,0,1,0,0.8214,2,0.7917,0.2619,0
walkj003,webbl001,bailp001,2,1,3,0,1,0,0,-2,0,0,0.7955,6,0.8482,0.2824,0
edmat001,dovac001,bailp001,2,1,9,1,2,0,1,-1,1,0,0.8375,15,0.7024,0.2907,1
estrt001,matzs001,kniza001,2,1,10,1,1,0,1,1,1,0,0.75,28,0.875,0.125,1
hoern001,verhd001,contw001,3,0,9,1,1,0,1,6,0,0,0.855,45,0.875,0.2791,1
hoern001,libem001,contw001,2,1,1,0,1,0,0,0,1,0,0.8578,46,0.6786,0.2727,1
walkj003,strom001,barnt001,2,1,3,0,2,0,0,0,1,0,0.7292,7,0.9306,0.1667,0
edmat001,strom001,barnt001,2,1,4,0,1,0,0,0,1,0,0.8452,16,0.8816,0.1892,1
dejop001,marts003,maldm001,H,0,7,1,2,1,0,2,0,0,0.775,5,0.8438,0.1287,0
donob001,coleg001,trevj001,3,0,1,0,0,0,0,0,1,1,0.875,5,0.6731,0.2188,0
kinei001,montj004,kniza001,2,1,2,0,1,0,0,0,1,0,0.75,16,0.9219,0.122,1
torrg001,montj004,kniza001,3,0,6,0,2,0,0,-2,0,0,0.6848,18,0.9265,0.119,1
carld002,cordj001,higak001,3,0,8,1,1,3,2,3,0,0,0.8214,2,0.875,0.1695,1
abrac001,palla001,contw001,2,1,4,0,1,1,1,-1,1,1,0.87,20,0.7763,0.2667,1
garcl006,strac001,contw001,H,0,5,0,2,1,1,1,1,1,0.7045,6,0.6389,0.2609,1
abrac001,strac001,contw001,2,1,5,0,2,1,1,1,1,1,0.875,21,0.675,0.2553,1
calla002,romej002,contw001,2,1,7,1,2,1,2,0,1,0,0.5962,8,0.75,0.25,0
ruizk001,flahj002,kniza001,2,1,6,0,2,0,2,-1,1,0,0.625,1,0.675,0.1163,1
dejop001,hoeib001,fortn001,2,1,7,1,1,3,2,2,0,0,0.7045,6,0.8864,0.1522,0
nootl001,cabre003,stalj001,2,1,4,0,1,3,2,0,1,1,0.8269,8,0.8452,0.1493,1
bertj001,strac001,contw001,2,1,7,1,0,1,2,0,1,0,0.6827,21,0.7045,0.2653,1
gormn001,brazh001,stalj001,2,1,7,1,2,2,1,4,0,1,0.7292,7,0.9219,0.1471,1
gormn001,smyld001,amaym001,3,0,6,0,2,0,0,-1,1,1,0.75,8,0.7396,0.1111,1
walkj003,hendk001,amaym001,2,1,2,0,0,0,0,1,1,0,0.6731,8,0.8879,0.1081,1
contw001,windj002,vazqc001,2,1,7,1,2,0,2,4,0,0,0.6458,7,0.75,0.2429,1
castw003,libem001,kniza001,3,0,2,0,1,0,0,2,0,0,0.8438,35,0.7188,0.1136,1
edmat001,gomba001,wynna001,2,1,1,0,0,1,2,0,1,0,0.8523,17,0.8269,0.2857,1
doylb001,verhd001,kniza001,2,1,5,0,2,0,0,1,1,0,0.7917,25,0.8864,0.1111,1
goldp001,searj001,langs001,2,1,1,0,2,1,1,0,1,0,0.7833,10,0.6848,0.2946,1
walkj003,searj001,langs001,2,1,2,0,2,1,2,0,1,0,0.6964,9,0.6979,0.292,1
oneit001,searj001,langs001,2,1,5,0,2,1,1,1,1,0,0.8438,3,0.71,0.2895,1
ruize001,hudsd002,kniza001,2,1,3,0,1,1,0,-4,0,0,0.8323,74,0.7917,0.1087,1
geloz001,libem001,kniza001,3,0,1,0,1,0,0,0,1,0,0.8816,14,0.75,0.1064,1
ruize001,lawrc001,kniza001,2,1,6,0,1,0,0,6,0,0,0.8344,75,0.75,0.1042,1
lindf001,mikom001,kniza001,H,0,1,0,1,3,2,0,1,0,0.8618,33,0.8393,0.102,1
mcnej002,mikom001,kniza001,2,1,1,0,1,3,2,0,1,1,0.9107,9,0.85,0.1,1
nimmb001,mikom001,kniza001,2,1,3,0,1,0,1,2,0,1,0.675,5,0.8594,0.098,0
edmat001,carrc003,narvo001,2,1,1,0,0,1,0,0,1,0,0.8587,18,0.8676,0.1321,1
edmat001,coons001,narvo001,2,1,6,0,2,0,0,1,1,0,0.8646,19,0.75,0.1296,1
oneit001,snelb001,sancg002,2,1,1,0,1,0,0,0,1,0,0.8611,4,0.9554,0.2041,1
edmat001,hillr001,campl002,2,1,1,0,0,1,2,-1,1,0,0.87,20,0.8879,0.0625,1
edmat001,hillr001,campl002,3,0,1,0,1,1,0,-1,1,0,0.875,21,0.8917,0.0606,1
tatif002,mikom001,kniza001,2,1,3,0,1,0,0,3,0,0,0.8786,30,0.8088,0.1154,0
edmat001,barls001,sancg002,2,1,7,1,2,0,0,-1,1,0,0.8796,22,0.9107,0.2,1
bae-j001,verhd001,contw001,2,1,10,1,2,1,1,3,0,1,0.6985,29,0.8958,0.26,1
pegul001,thomz002,kniza001,2,1,2,0,1,0,0,1,1,0,0.8125,7,0.7188,0.1321,0
edmat001,oviej001,delaj004,2,1,2,0,2,1,0,-1,1,0,0.8839,23,0.7344,0.0926,1
reynb001,palla001,kniza001,3,0,8,1,1,2,2,-3,0,0,0.8594,11,0.7875,0.1481,1
mccua001,palla001,kniza001,2,1,8,1,1,2,2,-3,0,0,0.7639,13,0.7976,0.1455,1
edmat001,hernj005,delaj004,3,0,8,1,1,0,1,2,0,0,0.8879,24,0.875,0.0909,1
nootl001,hernj005,delaj004,2,1,8,1,1,0,1,2,0,1,0.8393,9,0.8864,0.0893,1
